id	text	labels	labels_phrases
27	"Sehr schade, da sitzt man im ""LOC"", einem der schönsten Münchner Innenhöfen, und die Qualität vom Essen ist einfach nur enttäuschend - in keiner Relation, weder zum Ruf des Hauses noch zu den Preisen, ob Knödel, Schnitzel, Pommes, Bratwürste oder Bratkartoffeln."	['(AMBIENCE, POSITIVE)', '(FOOD, POSITIVE)', '(PRICE, NEGATIVE)', '(PRICE, NEGATIVE)', '(PRICE, NEGATIVE)', '(PRICE, NEGATIVE)', '(PRICE, NEGATIVE)']	"['(AMBIENCE, POSITIVE, ""Innenhöfen"")', '(FOOD, POSITIVE, ""Essen"")', '(PRICE, NEGATIVE, ""Knödel"")', '(PRICE, NEGATIVE, ""Schnitzel"")', '(PRICE, NEGATIVE, ""Pommes"")', '(PRICE, NEGATIVE, ""Bratwürste"")', '(PRICE, NEGATIVE, ""Bratkartoffeln"")']"
28	Der Service ist gut… man fühlt sich gut betreut.	['(SERVICE, POSITIVE)']	"['(SERVICE, POSITIVE, ""Service"")']"
29	Absolut überzogen sind die Weinpreise -für ein 0.2 Glas zwischen 6 und 12 !	['(PRICE, NEGATIVE)']	"['(PRICE, NEGATIVE, ""Weinpreise"")']"
30	Die Qualität der Speisen ist auch nicht so toll, die Ofenkartoffel hat wohl auch schon ein paar Tage gelegen.	['(FOOD, NEGATIVE)', '(FOOD, NEGATIVE)']	"['(FOOD, NEGATIVE, ""Speisen"")', '(FOOD, NEGATIVE, ""Ofenkartoffel"")']"
31	Super essen deliziös, gute Atmosphäre, freundliche Bedienung, gute Erreichbarkeit und Parkmöglichkeit	['(FOOD, POSITIVE)', '(AMBIENCE, POSITIVE)', '(SERVICE, POSITIVE)', '(AMBIENCE, POSITIVE)', '(AMBIENCE, POSITIVE)']	"['(FOOD, POSITIVE, ""essen"")', '(AMBIENCE, POSITIVE, ""Atmosphäre"")', '(SERVICE, POSITIVE, ""Bedienung"")', '(AMBIENCE, POSITIVE, ""Erreichbarkeit"")', '(AMBIENCE, POSITIVE, ""Parkmöglichkeit"")']"
32	Als die Hauptspeisen kamen waren wir voll zufrieden, die Steaks waren auf den Punkt gebraten und die Beilagen schmackhaft und völlig ausreichend.	['(FOOD, POSITIVE)', '(FOOD, POSITIVE)']	"['(FOOD, POSITIVE, ""Steaks"")', '(FOOD, POSITIVE, ""Beilagen"")']"
33	Was für ein Geschmack.	['(FOOD, POSITIVE)']	"['(FOOD, POSITIVE, ""NULL"")']"
34	Mein Rollo war so ungewürzt … unsere Freunde ließen eine Pfannen-Spezialität des Hauses nach der Hälfte stehen (sonst sei dieses Gericht wirklich gut).	['(FOOD, NEGATIVE)', '(FOOD, NEGATIVE)']	"['(FOOD, NEGATIVE, ""Rollo"")', '(FOOD, NEGATIVE, ""Pfannen-Spezialität"")']"
35	Über eine Stunde wurde nicht nachgefragt ob wir noch etwas wünschen... Erst auf Reklamation wurde sich um uns gekümmert.	['(SERVICE, NEGATIVE)']	"['(SERVICE, NEGATIVE, ""NULL"")']"
36	"Das ""neue"" Thai & Turf hat leider nichts mehr mit unseren Erfahrungen an der alten Location zu tun."	['(GENERAL-IMPRESSION, NEGATIVE)']	"['(GENERAL-IMPRESSION, NEGATIVE, ""Thai & Turf"")']"
37	Das erste Bier kam ja noch recht zügig.	['(SERVICE, POSITIVE)']	"['(SERVICE, POSITIVE, ""NULL"")']"
38	Es passte ins Bild, dass uns beim Verlassen, nachdem ich eine deutlich dreistellige Rechnung beglichen hatte, verwehrt wurde, noch ein Törtchen für zu Hause zu kaufen.	['(SERVICE, NEGATIVE)']	"['(SERVICE, NEGATIVE, ""NULL"")']"
39	alles in einem einfach für jeden und immer wieder gern zu empfehlen!!!!	['(GENERAL-IMPRESSION, POSITIVE)']	"['(GENERAL-IMPRESSION, POSITIVE, ""NULL"")']"
40	Das LOC ist sehr zu empfehlen und war perfekt Medium Rare.	['(FOOD, POSITIVE)']	"['(FOOD, POSITIVE, ""LOC"")']"
41	Der Besuch bleibt in Erinnerung.	['(GENERAL-IMPRESSION, POSITIVE)']	"['(GENERAL-IMPRESSION, POSITIVE, ""NULL"")']"
42	Wir kommen wieder!	['(GENERAL-IMPRESSION, POSITIVE)']	"['(GENERAL-IMPRESSION, POSITIVE, ""NULL"")']"
43	War ein sehr gemütlicher Abend.	['(AMBIENCE, POSITIVE)']	"['(AMBIENCE, POSITIVE, ""NULL"")']"
44	Leider Mittelmäßig und teuer,z.B.Gratis-Ouzo wie bei Griechen üblich?	['(PRICE, NEGATIVE)', '(GENERAL-IMPRESSION, NEUTRAL)']	"['(PRICE, NEGATIVE, ""NULL"")', '(GENERAL-IMPRESSION, NEUTRAL, ""NULL"")']"
45	Sehr schönes Ambiente und die Bedienungen haben sehr gute Laune und Spaß an ihrer Arbeit.	['(AMBIENCE, POSITIVE)', '(SERVICE, POSITIVE)']	"['(AMBIENCE, POSITIVE, ""Ambiente"")', '(SERVICE, POSITIVE, ""Bedienungen"")']"
46	Völlig überzogene Preise.	['(PRICE, NEGATIVE)']	"['(PRICE, NEGATIVE, ""Preise"")']"
47	Positiv zu bewerten ist das Personal, welches uns am Eingang sogar ein kleines Bier brachte, weil noch kein Platz frei war.	['(SERVICE, POSITIVE)']	"['(SERVICE, POSITIVE, ""Personal"")']"
48	Unterirdisch waren die Bratkartoffeln.	['(FOOD, NEGATIVE)']	"['(FOOD, NEGATIVE, ""Bratkartoffeln"")']"
49	Die Speisen, das Kaffe-Angebot sind sehr wertig.	['(FOOD, POSITIVE)', '(FOOD, POSITIVE)']	"['(FOOD, POSITIVE, ""Speisen"")', '(FOOD, POSITIVE, ""Kaffe-Angebot"")']"
50	Genau am Martinstag haben wir hier zum zweiten Mal (nach 2021) Gans gegessen - ein riesiger Unterschied: geradezu winzige Portionen und ungeschultes Personal, dafür aber gesalzene Preise [2021 ca.	['(FOOD, NEGATIVE)', '(SERVICE, NEGATIVE)', '(PRICE, NEGATIVE)']	"['(FOOD, NEGATIVE, ""Portionen"")', '(SERVICE, NEGATIVE, ""Personal"")', '(PRICE, NEGATIVE, ""Preise"")']"
51	Wir waren jetzt schon zum 4 Mal hier im Augustiner und es ist für uns immer eine Anlaufstelle in LOC.	['(GENERAL-IMPRESSION, POSITIVE)']	"['(GENERAL-IMPRESSION, POSITIVE, ""Augustiner"")']"
52	"Die Bestuhlung ist recht eng - und ein Zitat kommt zum Tragen: ""und man merkt die Absicht - und man ist verstimmt"" ...."	['(AMBIENCE, NEGATIVE)']	"['(AMBIENCE, NEGATIVE, ""Bestuhlung"")']"
53	Der Rotwein wurde zweimal viel zu warm serviert.	['(FOOD, NEGATIVE)']	"['(FOOD, NEGATIVE, ""Rotwein"")']"
54	Feine und gehobene Gerichte aus Süditalien, LOC vor allem.	['(FOOD, POSITIVE)']	"['(FOOD, POSITIVE, ""Gerichte"")']"
55	Mit vier Personen von Tapas, Fleisch- und Fischgerichte alles probiert und alles war sehr lecker.	['(FOOD, POSITIVE)', '(FOOD, POSITIVE)']	"['(FOOD, POSITIVE, ""Tapas"")', '(FOOD, POSITIVE, ""Fleisch- und Fischgerichte"")']"
56	Schade.	['(GENERAL-IMPRESSION, NEGATIVE)']	"['(GENERAL-IMPRESSION, NEGATIVE, ""NULL"")']"
57	Eine normale Unterhaltung ist aufgrund der Lautstärke, bei vollen Lokal (Und ich glaube das Haus ist immer voll) kaum möglich.	['(AMBIENCE, NEGATIVE)']	"['(AMBIENCE, NEGATIVE, ""Lautstärke"")']"
58	Sehr leckeres Essen und aufmerksames und stets freundliches Personal.	['(FOOD, POSITIVE)', '(SERVICE, POSITIVE)']	"['(FOOD, POSITIVE, ""Essen"")', '(SERVICE, POSITIVE, ""Personal"")']"
59	Die Platte mit Sushi hervorragend!	['(FOOD, POSITIVE)']	"['(FOOD, POSITIVE, ""Platte mit Sushi"")']"
60	Obst braun.	['(FOOD, NEGATIVE)']	"['(FOOD, NEGATIVE, ""Obst"")']"
61	Ich bin so enttäuschst.	['(GENERAL-IMPRESSION, NEGATIVE)']	"['(GENERAL-IMPRESSION, NEGATIVE, ""NULL"")']"
62	Auch innen sind die Räumlichkeiten deutlich in die Jahre gekommen, alles wirkt klein, alt, dunkel und nicht wirklich einladend.	['(AMBIENCE, NEGATIVE)']	"['(AMBIENCE, NEGATIVE, ""Räumlichkeiten"")']"
63	Nicht zu empfehlen!	['(GENERAL-IMPRESSION, NEGATIVE)']	"['(GENERAL-IMPRESSION, NEGATIVE, ""NULL"")']"
64	LOC, hochwertig eingerichtetes Restaurant in dem auch Montagabend dringt durch die LOC direkt am LOC was los ist.	['(AMBIENCE, POSITIVE)']	"['(AMBIENCE, POSITIVE, ""Restaurant"")']"
65	Wir haben bei dem herrlichen Wetter draußen gesessen.	['(AMBIENCE, POSITIVE)']	"['(AMBIENCE, POSITIVE, ""Wetter"")']"
66	Wir waren angenehm davon überrascht, was uns geboten wurde.	['(GENERAL-IMPRESSION, POSITIVE)']	"['(GENERAL-IMPRESSION, POSITIVE, ""NULL"")']"
67	Die Bedienung hatte wenig Lächeln übrig, war dann wohl bis dann schon ein anstrengender Abend für das Personal.	['(SERVICE, NEGATIVE)']	"['(SERVICE, NEGATIVE, ""Bedienung"")']"
68	Wir hatten einen super Abend hier in der RESTAURANT_NAME.	['(GENERAL-IMPRESSION, POSITIVE)']	"['(GENERAL-IMPRESSION, POSITIVE, ""RESTAURANT_NAME"")']"
69	Sie hat sich trotz des Stresses sehr bemüht.	['(SERVICE, POSITIVE)']	"['(SERVICE, POSITIVE, ""NULL"")']"
70	Das zunächst servierte Essen war falsch und es dauerte 1.5 h bis zur Nachlieferung.	['(SERVICE, NEGATIVE)']	"['(SERVICE, NEGATIVE, ""NULL"")']"
71	Sehr zu empfehlen sind die Fischgerichte und der selbstgemachte Sangria.	['(FOOD, POSITIVE)', '(FOOD, POSITIVE)']	"['(FOOD, POSITIVE, ""Fischgerichte"")', '(FOOD, POSITIVE, ""Sangria"")']"
72	LOC wir kommen wieder.	['(GENERAL-IMPRESSION, POSITIVE)']	"['(GENERAL-IMPRESSION, POSITIVE, ""NULL"")']"
73	Für ( was wir zu diesem Zeitpunkt dachten) 60€ doch sehr überschaubar.	['(PRICE, POSITIVE)']	"['(PRICE, POSITIVE, ""60€"")']"
74	Wurde sehr freundlich von Sophie bedient!	['(SERVICE, POSITIVE)']	"['(SERVICE, POSITIVE, ""Sophie"")']"
75	Der sehr forsche, eher unfreundliche Service rundet das Erlebnis nach unten ab.	['(SERVICE, NEGATIVE)', '(GENERAL-IMPRESSION, NEGATIVE)']	"['(SERVICE, NEGATIVE, ""Service"")', '(GENERAL-IMPRESSION, NEGATIVE, ""NULL"")']"
76	Ansonsten will ich zugute halten, dass eure Preise im Vergleich zu anderen Lokalen wirklich stabil geblieben sind.	['(PRICE, POSITIVE)']	"['(PRICE, POSITIVE, ""Preise"")']"
77	Kann das Restaurant empfehlen!	['(GENERAL-IMPRESSION, POSITIVE)']	"['(GENERAL-IMPRESSION, POSITIVE, ""Restaurant"")']"
78	Wir gehen da nicht mehr hin.	['(GENERAL-IMPRESSION, NEGATIVE)']	"['(GENERAL-IMPRESSION, NEGATIVE, ""NULL"")']"
79	Das konnte man gar nicht essen.	['(FOOD, NEGATIVE)']	"['(FOOD, NEGATIVE, ""NULL"")']"
80	Viel zu teuer und dafür nichtmal sehr gut.	['(GENERAL-IMPRESSION, NEGATIVE)', '(PRICE, NEGATIVE)']	"['(GENERAL-IMPRESSION, NEGATIVE, ""NULL"")', '(PRICE, NEGATIVE, ""NULL"")']"
81	Wir waren an 2 Abende in dieser netten Location und haben mitnetten Freunden ein hervorragendes Menü gegessen.	['(FOOD, POSITIVE)', '(AMBIENCE, POSITIVE)']	"['(FOOD, POSITIVE, ""Menü"")', '(AMBIENCE, POSITIVE, ""Location"")']"
82	Wir kamen für einen angenehmen Abend, wurden aber an der Tür in die Hölle geführt.	['(GENERAL-IMPRESSION, NEGATIVE)']	"['(GENERAL-IMPRESSION, NEGATIVE, ""NULL"")']"
83	Das Restaurant ist für Pastaliebhaber sehr zu empfehlen.	['(FOOD, POSITIVE)']	"['(FOOD, POSITIVE, ""NULL"")']"
84	Empfehlenswert.	['(GENERAL-IMPRESSION, POSITIVE)']	"['(GENERAL-IMPRESSION, POSITIVE, ""NULL"")']"
85	Uns hat es allen bestens geschmeckt.	['(FOOD, POSITIVE)']	"['(FOOD, POSITIVE, ""NULL"")']"
86	Die Bedienung ist super nett und das Essen war wirklich wunderbar!	['(SERVICE, POSITIVE)', '(FOOD, POSITIVE)']	"['(SERVICE, POSITIVE, ""Bedienung"")', '(FOOD, POSITIVE, ""Essen"")']"
87	Damit war die Sauce in Summe ein wenig zu salzig und hat die Steinpilze komplett überdeckt.	['(FOOD, NEGATIVE)']	"['(FOOD, NEGATIVE, ""Sauce"")']"
88	Das Kartoffelgratin war ebenfalls von trockener Konsistenz.	['(FOOD, NEGATIVE)']	"['(FOOD, NEGATIVE, ""Kartoffelgratin"")']"
89	Die Speisekarte ist überschaubar, bietet keine besonderen Leckereien.	['(FOOD, NEGATIVE)']	"['(FOOD, NEGATIVE, ""Speisekarte"")']"
90	An der LOC muss noch gefeilt werden, aber alles andere war sehr lecker.	['(FOOD, POSITIVE)', '(AMBIENCE, NEGATIVE)']	"['(FOOD, POSITIVE, ""NULL"")', '(AMBIENCE, NEGATIVE, ""LOC"")']"
91	Keine Tischdecken ,keine Dekoration und dann noch abgenutzte Tische.	['(AMBIENCE, NEGATIVE)', '(AMBIENCE, NEGATIVE)', '(AMBIENCE, NEGATIVE)']	"['(AMBIENCE, NEGATIVE, ""Tischdecken"")', '(AMBIENCE, NEGATIVE, ""Dekoration"")', '(AMBIENCE, NEGATIVE, ""Tische"")']"
92	Ich hatte am 10.07.2023 meinen Geburtstag in der RESTAURANT_NAME gefeiert, die Kellner waren sehr aufmerksam und das Essen ein Traum, ich kann es nur weiterempfehlen.	['(SERVICE, POSITIVE)', '(FOOD, POSITIVE)', '(GENERAL-IMPRESSION, POSITIVE)']	"['(SERVICE, POSITIVE, ""Kellner"")', '(FOOD, POSITIVE, ""Essen"")', '(GENERAL-IMPRESSION, POSITIVE, ""NULL"")']"
93	Wir hatten zunächst eine Gans zu Weihnachten, die war spektakulär und braucht keinen Vergleich zu scheuen.	['(FOOD, POSITIVE)']	"['(FOOD, POSITIVE, ""Gans"")']"
94	Aber eben nichts besonderes.	['(GENERAL-IMPRESSION, NEUTRAL)']	"['(GENERAL-IMPRESSION, NEUTRAL, ""NULL"")']"
95	Einzig die Portionen beim Essen sind mittel.	['(FOOD, NEUTRAL)']	"['(FOOD, NEUTRAL, ""Portionen beim Essen"")']"
96	Freundliche Bedienung.	['(SERVICE, POSITIVE)']	"['(SERVICE, POSITIVE, ""Bedienung"")']"
97	Das Ambiente ist einigermaßen geblieben, mal abgesehen von ein paar Bildern.	['(AMBIENCE, NEUTRAL)']	"['(AMBIENCE, NEUTRAL, ""Ambiente"")']"
98	Dafür, dass kein Gericht mehr als 15,00 Euro gekostet hat war es wirklich optimal.	['(FOOD, POSITIVE)', '(PRICE, POSITIVE)']	"['(FOOD, POSITIVE, ""Gericht"")', '(PRICE, POSITIVE, ""Gericht"")']"
99	Aus Spaß habe ich auch einmal in den großen Speisesaal geschaut, in welchem schon ein relativ hoher Lärmpegel herrscht.	['(AMBIENCE, NEGATIVE)', '(AMBIENCE, NEGATIVE)']	"['(AMBIENCE, NEGATIVE, ""Lärmpegel"")', '(AMBIENCE, NEGATIVE, ""Speisesaal"")']"
100	Die Biere waren ansprechend, das Essen Brauhaus-typisch und gemäß des Namens eher Bayrisch als Sächsisch, wobei auch ein paar sächsische Spezialitäten auf der Karte zu finden sind.	['(FOOD, POSITIVE)']	"['(FOOD, POSITIVE, ""Biere"")']"
101	Der Äppelwoi ist eine Katastrophe.	['(FOOD, NEGATIVE)']	"['(FOOD, NEGATIVE, ""Äppelwoi"")']"
102	Das Essen verdient das Prädikat gut.	['(FOOD, POSITIVE)']	"['(FOOD, POSITIVE, ""Essen"")']"
103	Wir wurden bedient von dem netten Fräulein Susanna.	['(SERVICE, POSITIVE)']	"['(SERVICE, POSITIVE, ""Susanna"")']"
104	Der Kellner war unfreundlich, langsam und hat uns auch einmal angebrüllt weil wir mehr Alt wollten.	['(SERVICE, NEGATIVE)']	"['(SERVICE, NEGATIVE, ""Kellner"")']"
105	Keiner ist zuständig und der Gast wird ignoriert	['(SERVICE, NEGATIVE)']	"['(SERVICE, NEGATIVE, ""NULL"")']"
106	Kommen gerne wieder wenn es uns mal wieder nach LOC verschlägt	['(GENERAL-IMPRESSION, POSITIVE)']	"['(GENERAL-IMPRESSION, POSITIVE, ""NULL"")']"
107	Die Bedienung ist ne Perle (danke, Desiree), das Essen war erstklassig, lecker und reichlich, war ein toller früher Silvesterabend.	['(SERVICE, POSITIVE)', '(FOOD, POSITIVE)']	"['(SERVICE, POSITIVE, ""Bedienung"")', '(FOOD, POSITIVE, ""Essen"")']"
108	"Auf meine weitere Beschwerde bei einer mir bekannten Kellnerin, dass mein vom Klo zurückgekehrte Bekannter, keinen Tisch, sondern allenfalls noch einen Spalt zwischen zwei Tischen zur Verfügung hätte, trat der Geschäftsführer in Erscheinung, der nach dem Hinweis, ich sei zu laut, als ""konstruktive Lösung"" allen Ernstes vorschlug, wir könnten uns ja einen neuen Platz suchen."	['(SERVICE, NEGATIVE)', '(AMBIENCE, NEGATIVE)']	"['(SERVICE, NEGATIVE, ""Geschäftsführer"")', '(AMBIENCE, NEGATIVE, ""NULL"")']"
109	Der georderte vegane Bagel war köstlich was wir von den lieblos angerichteten Käsespätzle leider nicht behaupten konnten.	['(FOOD, NEGATIVE)', '(FOOD, POSITIVE)']	"['(FOOD, NEGATIVE, ""Käsespätzle"")', '(FOOD, POSITIVE, ""Bagel"")']"
110	Das Essen war, wie nicht anders zu erwarten, wieder ein Gedicht.	['(FOOD, POSITIVE)']	"['(FOOD, POSITIVE, ""Essen"")']"
111	Ein sehr freundlicher Service, Essen qualitativ ausgezeichnet!	['(SERVICE, POSITIVE)', '(FOOD, POSITIVE)']	"['(SERVICE, POSITIVE, ""Service"")', '(FOOD, POSITIVE, ""Essen"")']"
112	Wurde aber sehr positiv überrascht.	['(GENERAL-IMPRESSION, POSITIVE)']	"['(GENERAL-IMPRESSION, POSITIVE, ""NULL"")']"
113	Wir kommen immer wieder gern zu Euch, weil wir bei euch einen Tag Urlaub in LOC erleben.	['(GENERAL-IMPRESSION, POSITIVE)']	"['(GENERAL-IMPRESSION, POSITIVE, ""NULL"")']"
114	Totaler Massenbetrieb, macht kein Spass zwischen LOC gesehen dabei zu sein.	['(GENERAL-IMPRESSION, NEGATIVE)']	"['(GENERAL-IMPRESSION, NEGATIVE, ""NULL"")']"
115	Der LOC bekommt von uns eine sehr gute Bewertung.	['(GENERAL-IMPRESSION, POSITIVE)']	"['(GENERAL-IMPRESSION, POSITIVE, ""LOC"")']"
116	Tolles Ambiente, Blick in die offene Küche, für die wärmeren Jahreszeiten gibt es auch eine Möglichkeit draußen zu sitzen.	['(AMBIENCE, POSITIVE)']	"['(AMBIENCE, POSITIVE, ""Ambiente"")']"
117	Nur der Beilagensalat ist in seinem Mayonnaise-Dressing ertrunken.	['(FOOD, NEGATIVE)']	"['(FOOD, NEGATIVE, ""Beilagensalat"")']"
118	Umfangreiche Speisekarte, für jeden was dabei, von Vorspeise bis Dessert.	['(FOOD, POSITIVE)', '(FOOD, POSITIVE)', '(FOOD, POSITIVE)']	"['(FOOD, POSITIVE, ""Speisekarte"")', '(FOOD, POSITIVE, ""Vorspeise"")', '(FOOD, POSITIVE, ""Dessert"")']"
119	Super Abend, ich komme regelmäßig zum Steak essen in die RESTAURANT_NAME.	['(GENERAL-IMPRESSION, POSITIVE)']	"['(GENERAL-IMPRESSION, POSITIVE, ""RESTAURANT_NAME"")']"
120	Sehr gute Qualität.	['(GENERAL-IMPRESSION, POSITIVE)']	"['(GENERAL-IMPRESSION, POSITIVE, ""NULL"")']"
121	Keinen Platz im Obergeschoss trotz mehrerer freier Tische zu bekommen, weil wir das winzige Schild übersehen haben, dass man platziert wird, hat uns nicht gefreut.	['(SERVICE, NEGATIVE)']	"['(SERVICE, NEGATIVE, ""NULL"")']"
122	Caesars Salad nicht wirklich lecker, die Ravioli schwammen regelrecht in reiner, flüssiger Butter.	['(FOOD, NEGATIVE)', '(FOOD, NEGATIVE)']	"['(FOOD, NEGATIVE, ""Caesars Salad"")', '(FOOD, NEGATIVE, ""Ravioli"")']"
123	Da lag der Patty lieblos darauf.	['(FOOD, NEGATIVE)']	"['(FOOD, NEGATIVE, ""Patty"")']"
124	Portion direkt bestellt) mit leckeren Knödel.	['(FOOD, POSITIVE)']	"['(FOOD, POSITIVE, ""Knödel"")']"
125	Suppe lauwarm/ wurde aber aufgewärmt war dann gut und lecker.	['(FOOD, POSITIVE)']	"['(FOOD, POSITIVE, ""Suppe"")']"
126	Das Preisniveau der Hauptspeisen bewegt sich zumeist bei über 30 Euro, Und ein Pils muss ebensowenig 8 Euro kosten wie ein Grappa 10,00!	['(PRICE, NEGATIVE)', '(PRICE, NEGATIVE)']	"['(PRICE, NEGATIVE, ""Pils"")', '(PRICE, NEGATIVE, ""Grappa"")']"
127	Aber er schmeckte dann doch.	['(FOOD, POSITIVE)']	"['(FOOD, POSITIVE, ""NULL"")']"
128	Das Essen war reichlich und von sehr guter Qualität!	['(FOOD, POSITIVE)']	"['(FOOD, POSITIVE, ""Essen"")']"
129	Insgesamt ein alteingesessenes Lokal das man empfehlen kann.	['(GENERAL-IMPRESSION, POSITIVE)']	"['(GENERAL-IMPRESSION, POSITIVE, ""Lokal"")']"
130	Wir wurden sehr, sehr freundlich von LUCA bedient.	['(SERVICE, POSITIVE)']	"['(SERVICE, POSITIVE, ""LUCA"")']"
131	Das Essen und der Service war ausgesprochen gut.	['(FOOD, POSITIVE)', '(SERVICE, POSITIVE)']	"['(FOOD, POSITIVE, ""Essen"")', '(SERVICE, POSITIVE, ""Service"")']"
132	Unsere Reservierung wurde verplant.	['(SERVICE, NEGATIVE)']	"['(SERVICE, NEGATIVE, ""Reservierung"")']"
133	Den Blattspinat habe ich leider auf dem Teller nicht finden können.	['(FOOD, NEGATIVE)']	"['(FOOD, NEGATIVE, ""NULL"")']"
