id	text	labels	labels_phrases
16	Mis amigos quedaron encantados y nosotros tambien.	['(RESTAURANT#GENERAL, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""NULL"")']"
17	Vale la pena ir y probar sus carnes.	['(RESTAURANT#GENERAL, POSITIVE)', '(FOOD#QUALITY, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""NULL"")', '(FOOD#QUALITY, POSITIVE, ""carnes"")']"
18	El restaurante es precioso, moderno y acogedor.	['(AMBIENCE#GENERAL, POSITIVE)']	"['(AMBIENCE#GENERAL, POSITIVE, ""restaurante"")']"
19	La comida está deliciosa y es de calidad.	['(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""comida"")']"
20	El servicio muy atento.	['(SERVICE#GENERAL, POSITIVE)']	"['(SERVICE#GENERAL, POSITIVE, ""servicio"")']"
21	Hemos ido varias veces a cenar al 9reinas y nunca defrauda!	['(RESTAURANT#GENERAL, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""9reinas"")']"
22	La calidad de las carnes el excelente servicio y su buena bodega lo convierte en un lugar espectacular!!	['(FOOD#QUALITY, POSITIVE)', '(SERVICE#GENERAL, POSITIVE)', '(DRINKS#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""carnes"")', '(SERVICE#GENERAL, POSITIVE, ""servicio"")', '(DRINKS#QUALITY, POSITIVE, ""bodega"")']"
23	Sin duda repetiremos.	['(RESTAURANT#GENERAL, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""NULL"")']"
24	restaurante excelente con carne de alta calidad.	['(RESTAURANT#GENERAL, POSITIVE)', '(FOOD#QUALITY, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""restaurante"")', '(FOOD#QUALITY, POSITIVE, ""carne"")']"
25	Nos encanto!	['(RESTAURANT#GENERAL, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""NULL"")']"
26	La verdad es que todo muy bien; el servicio, la comida y la apariencia, todo correcto.	['(RESTAURANT#GENERAL, POSITIVE)', '(SERVICE#GENERAL, POSITIVE)', '(FOOD#QUALITY, POSITIVE)', '(AMBIENCE#GENERAL, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""NULL"")', '(SERVICE#GENERAL, POSITIVE, ""servicio"")', '(FOOD#QUALITY, POSITIVE, ""comida"")', '(AMBIENCE#GENERAL, POSITIVE, ""apariencia"")']"
27	Hemos ido a cenar y la verdad es que nos ha encantado.	['(RESTAURANT#GENERAL, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""NULL"")']"
28	el sitio es muy bonito la comida estupenda y el trato inmejorable.	['(AMBIENCE#GENERAL, POSITIVE)', '(FOOD#QUALITY, POSITIVE)', '(SERVICE#GENERAL, POSITIVE)']	"['(AMBIENCE#GENERAL, POSITIVE, ""sitio"")', '(FOOD#QUALITY, POSITIVE, ""comida"")', '(SERVICE#GENERAL, POSITIVE, ""trato"")']"
29	totalmente recomendable	['(RESTAURANT#GENERAL, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""NULL"")']"
30	Ha sido todo excelente, la calidad, los tiempos, el ambiente (quizas demasiado iluminado) y el servicio.	['(RESTAURANT#GENERAL, POSITIVE)', '(AMBIENCE#GENERAL, NEUTRAL)', '(SERVICE#GENERAL, POSITIVE)', '(SERVICE#GENERAL, POSITIVE)', '(FOOD#QUALITY, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""NULL"")', '(AMBIENCE#GENERAL, NEUTRAL, ""ambiente"")', '(SERVICE#GENERAL, POSITIVE, ""servicio"")', '(SERVICE#GENERAL, POSITIVE, ""tiempos"")', '(FOOD#QUALITY, POSITIVE, ""NULL"")']"
31	El dulce de leche es divino.	['(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""dulce de leche"")']"
32	Primera visita a este Restaurante con resultado satisfactorio.	['(RESTAURANT#GENERAL, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""Restaurante"")']"
33	Calidad, profesionalidad y precio acorde con la oferta.	['(FOOD#QUALITY, POSITIVE)', '(RESTAURANT#PRICES, POSITIVE)', '(SERVICE#GENERAL, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""NULL"")', '(RESTAURANT#PRICES, POSITIVE, ""NULL"")', '(SERVICE#GENERAL, POSITIVE, ""NULL"")']"
34	Casi como en Argentina.	['(RESTAURANT#GENERAL, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""NULL"")']"
35	Fantastico!!!	['(RESTAURANT#GENERAL, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""NULL"")']"
36	Delicioso!!!	['(RESTAURANT#GENERAL, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""NULL"")']"
37	resaturante fantástico con excelente comida y servicio aun mejor!!!!	['(RESTAURANT#GENERAL, POSITIVE)', '(FOOD#QUALITY, POSITIVE)', '(SERVICE#GENERAL, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""resaturante"")', '(FOOD#QUALITY, POSITIVE, ""comida"")', '(SERVICE#GENERAL, POSITIVE, ""servicio"")']"
38	tremenda amabilidad, es un gustazo!	['(SERVICE#GENERAL, POSITIVE)', '(RESTAURANT#GENERAL, POSITIVE)']	"['(SERVICE#GENERAL, POSITIVE, ""amabilidad"")', '(RESTAURANT#GENERAL, POSITIVE, ""NULL"")']"
39	Servicio muy bueno, faltan platitos para el pan, pero a pesar de eso, todo correcto.	['(SERVICE#GENERAL, POSITIVE)', '(SERVICE#GENERAL, NEGATIVE)']	"['(SERVICE#GENERAL, POSITIVE, ""Servicio"")', '(SERVICE#GENERAL, NEGATIVE, ""platitos para el pan"")']"
40	Estaria bien musica argentina.	['(AMBIENCE#GENERAL, NEGATIVE)']	"['(AMBIENCE#GENERAL, NEGATIVE, ""musica argentina"")']"
41	Los precios estan dentro de los parametros normales.	['(RESTAURANT#PRICES, NEUTRAL)']	"['(RESTAURANT#PRICES, NEUTRAL, ""NULL"")']"
42	Estuve ayer en una comida de negocio con un cliente y tanto el servicio como la calidad de la comida fué excelente.	['(SERVICE#GENERAL, POSITIVE)', '(FOOD#QUALITY, POSITIVE)']	"['(SERVICE#GENERAL, POSITIVE, ""servicio"")', '(FOOD#QUALITY, POSITIVE, ""comida"")']"
43	Enhorabuena!!	['(RESTAURANT#GENERAL, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""NULL"")']"
44	Un buen restaurant, aunque algo caro para la cantidad de comida que se sirve en el plato.	['(RESTAURANT#GENERAL, POSITIVE)', '(FOOD#PRICES, NEGATIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""restaurant"")', '(FOOD#PRICES, NEGATIVE, ""comida"")']"
45	La tira de asado normal, nada extraordinaria.	['(FOOD#QUALITY, NEUTRAL)']	"['(FOOD#QUALITY, NEUTRAL, ""tira de asado"")']"
46	Muy bien los postres y el matambre.	['(FOOD#QUALITY, POSITIVE)', '(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""postres"")', '(FOOD#QUALITY, POSITIVE, ""matambre"")']"
47	Se podria mejorar la iluminación en la planta superior, demasiada luz plana.	['(AMBIENCE#GENERAL, NEGATIVE)']	"['(AMBIENCE#GENERAL, NEGATIVE, ""iluminación"")']"
48	Recomendable 100%.	['(RESTAURANT#GENERAL, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""NULL"")']"
49	Un sitio precioso, con un ambiente exquisito.	['(AMBIENCE#GENERAL, POSITIVE)', '(AMBIENCE#GENERAL, POSITIVE)']	"['(AMBIENCE#GENERAL, POSITIVE, ""sitio"")', '(AMBIENCE#GENERAL, POSITIVE, ""ambiente"")']"
50	El servicio inmejorable y la comida excepcional!!	['(SERVICE#GENERAL, POSITIVE)', '(FOOD#QUALITY, POSITIVE)']	"['(SERVICE#GENERAL, POSITIVE, ""servicio"")', '(FOOD#QUALITY, POSITIVE, ""comida"")']"
51	Exquisitas las ensaladas y la carne.	['(FOOD#QUALITY, POSITIVE)', '(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""ensaladas"")', '(FOOD#QUALITY, POSITIVE, ""carne"")']"
52	Abundante comida.	['(FOOD#STYLE_OPTIONS, POSITIVE)']	"['(FOOD#STYLE_OPTIONS, POSITIVE, ""comida"")']"
53	Seguro que no te quedas con hambre y la claidad excelente.	['(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""NULL"")']"
54	La calidad de las carnes es insuperable y quiero destacar el excelente servicio recibido.	['(FOOD#QUALITY, POSITIVE)', '(SERVICE#GENERAL, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""carnes"")', '(SERVICE#GENERAL, POSITIVE, ""servicio"")']"
55	Si no has probado sus carnes te estas perdiendo algo muy grande!	['(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""carnes"")']"
56	Estuve cenando con unos amigos y la comida estuvo riquísima y el trato de las camareras excelente.	['(FOOD#QUALITY, POSITIVE)', '(SERVICE#GENERAL, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""comida"")', '(SERVICE#GENERAL, POSITIVE, ""trato"")']"
57	Repetiremos seguro!!	['(RESTAURANT#GENERAL, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""NULL"")']"
58	Lo mejor: dejarse aconsejar por ellos a la hora de elegir plato.	['(SERVICE#GENERAL, POSITIVE)']	"['(SERVICE#GENERAL, POSITIVE, ""ellos"")']"
59	Me encanto!!!	['(RESTAURANT#GENERAL, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""NULL"")']"
60	Sobran las palabras...volveré seguro!	['(RESTAURANT#GENERAL, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""NULL"")']"
61	El restaurants comimos muy bien y ademas un servicio encantador y eficiente.	['(FOOD#QUALITY, POSITIVE)', '(SERVICE#GENERAL, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""restaurants"")', '(SERVICE#GENERAL, POSITIVE, ""servicio"")']"
62	En algunos momentos, nos llegamos a preguntar si lo que teníamos en la boca era carne o un trozo de neumático.	['(FOOD#QUALITY, NEGATIVE)']	"['(FOOD#QUALITY, NEGATIVE, ""carne"")']"
63	Decepcionante...	['(RESTAURANT#GENERAL, NEGATIVE)']	"['(RESTAURANT#GENERAL, NEGATIVE, ""NULL"")']"
64	La calidad de la comida excelente, el servicio super amable y siempre atento.	['(FOOD#QUALITY, POSITIVE)', '(SERVICE#GENERAL, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""comida"")', '(SERVICE#GENERAL, POSITIVE, ""servicio"")']"
65	El ambiente muy acogedor.	['(AMBIENCE#GENERAL, POSITIVE)']	"['(AMBIENCE#GENERAL, POSITIVE, ""ambiente"")']"
66	Una experiencia culinaria inolvidable.	['(RESTAURANT#GENERAL, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""experiencia"")']"
67	Comida y Servicio estupendo	['(FOOD#QUALITY, POSITIVE)', '(SERVICE#GENERAL, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""Comida"")', '(SERVICE#GENERAL, POSITIVE, ""Servicio"")']"
68	Todo muy bueno	['(RESTAURANT#GENERAL, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""NULL"")']"
69	ambiente íntimo y tranquilo, buen trato y buena calidad en las carnes.	['(AMBIENCE#GENERAL, POSITIVE)', '(SERVICE#GENERAL, POSITIVE)', '(FOOD#QUALITY, POSITIVE)']	"['(AMBIENCE#GENERAL, POSITIVE, ""ambiente"")', '(SERVICE#GENERAL, POSITIVE, ""trato"")', '(FOOD#QUALITY, POSITIVE, ""carnes"")']"
70	El precio un tanto elevado pero razonable.	['(RESTAURANT#PRICES, NEUTRAL)']	"['(RESTAURANT#PRICES, NEUTRAL, ""NULL"")']"
71	Excelente carta, carnes exquisitas, especialidades riquísimas, ambiente íntimo y servicio atento.	['(FOOD#STYLE_OPTIONS, POSITIVE)', '(FOOD#QUALITY, POSITIVE)', '(FOOD#QUALITY, POSITIVE)', '(AMBIENCE#GENERAL, POSITIVE)', '(SERVICE#GENERAL, POSITIVE)']	"['(FOOD#STYLE_OPTIONS, POSITIVE, ""carta"")', '(FOOD#QUALITY, POSITIVE, ""carnes"")', '(FOOD#QUALITY, POSITIVE, ""especialidades"")', '(AMBIENCE#GENERAL, POSITIVE, ""ambiente"")', '(SERVICE#GENERAL, POSITIVE, ""servicio"")']"
72	Muy buena relación calidad-precio.	['(FOOD#PRICES, POSITIVE)', '(FOOD#QUALITY, POSITIVE)']	"['(FOOD#PRICES, POSITIVE, ""NULL"")', '(FOOD#QUALITY, POSITIVE, ""NULL"")']"
73	Buen servicio, ambiente y excelente comida.	['(SERVICE#GENERAL, POSITIVE)', '(AMBIENCE#GENERAL, POSITIVE)', '(FOOD#QUALITY, POSITIVE)']	"['(SERVICE#GENERAL, POSITIVE, ""servicio"")', '(AMBIENCE#GENERAL, POSITIVE, ""ambiente"")', '(FOOD#QUALITY, POSITIVE, ""comida"")']"
74	La comida muy rica, pero el local extremadamente ruidoso (sobre todo el piso de arriba).	['(FOOD#QUALITY, POSITIVE)', '(AMBIENCE#GENERAL, NEUTRAL)']	"['(FOOD#QUALITY, POSITIVE, ""comida"")', '(AMBIENCE#GENERAL, NEUTRAL, ""local"")']"
75	Llegaba un momento en que apetecía irse por el ruido.	['(AMBIENCE#GENERAL, NEGATIVE)']	"['(AMBIENCE#GENERAL, NEGATIVE, ""ruido"")']"
76	Poca intimidad.	['(AMBIENCE#GENERAL, NEGATIVE)']	"['(AMBIENCE#GENERAL, NEGATIVE, ""intimidad"")']"
77	Quizás bueno para cenas de grupo, pero parejas abstenerse.	['(RESTAURANT#GENERAL, NEUTRAL)']	"['(RESTAURANT#GENERAL, NEUTRAL, ""NULL"")']"
78	Local casi perfecto, cocina impecable, cantidad más que abundante, extensa carta (comida y vinos) y precio adecuado a lo que oferta.	['(AMBIENCE#GENERAL, POSITIVE)', '(FOOD#QUALITY, POSITIVE)', '(FOOD#STYLE_OPTIONS, POSITIVE)', '(DRINKS#STYLE_OPTIONS, POSITIVE)', '(RESTAURANT#PRICES, POSITIVE)']	"['(AMBIENCE#GENERAL, POSITIVE, ""Local"")', '(FOOD#QUALITY, POSITIVE, ""cocina"")', '(FOOD#STYLE_OPTIONS, POSITIVE, ""carta"")', '(DRINKS#STYLE_OPTIONS, POSITIVE, ""carta"")', '(RESTAURANT#PRICES, POSITIVE, ""NULL"")']"
79	Muy recomendable, por tanto.	['(RESTAURANT#GENERAL, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""NULL"")']"
80	Como salvedad, diré que, a excepción del jefe de sala (o propietario, cosa que desconozco), atento, educado y detallista, el resto del servicio, pinganillos inalámbricos incluidos, no está a la altura del resto, más en lo que respecta a educación y formas que a la capacidad: habría que cuidar aspectos como retirar casi a la carrera platos sin terminar, tutear por defecto u ofrecer el silencio como toda respuesta a la duda del comensal en la elección entre dos opciones.	['(SERVICE#GENERAL, POSITIVE)', '(SERVICE#GENERAL, NEGATIVE)']	"['(SERVICE#GENERAL, POSITIVE, ""jefe de sala"")', '(SERVICE#GENERAL, NEGATIVE, ""resto del servicio"")']"
81	Es una pena que inviertiendo exitosamente en lo complicado (local, materia prima, imagen, sitio web) se pase por alto lo básico: un par de camareros díscolos que hagan rebajar la nota de un cliente de un excelente a un notable alto.	['(AMBIENCE#GENERAL, POSITIVE)', '(FOOD#QUALITY, POSITIVE)', '(SERVICE#GENERAL, NEGATIVE)', '(RESTAURANT#MISCELLANEOUS, POSITIVE)', '(RESTAURANT#MISCELLANEOUS, POSITIVE)']	"['(AMBIENCE#GENERAL, POSITIVE, ""local"")', '(FOOD#QUALITY, POSITIVE, ""materia prima"")', '(SERVICE#GENERAL, NEGATIVE, ""camareros"")', '(RESTAURANT#MISCELLANEOUS, POSITIVE, ""imagen"")', '(RESTAURANT#MISCELLANEOUS, POSITIVE, ""sitio web"")']"
82	Fue una cena perfecta, por el lugar y sobre todo por la comida.	['(AMBIENCE#GENERAL, POSITIVE)', '(FOOD#QUALITY, POSITIVE)']	"['(AMBIENCE#GENERAL, POSITIVE, ""lugar"")', '(FOOD#QUALITY, POSITIVE, ""comida"")']"
83	Tienen una carta bastante extensa donde cada plato parece mejor que el anterior.	['(FOOD#STYLE_OPTIONS, POSITIVE)']	"['(FOOD#STYLE_OPTIONS, POSITIVE, ""carta"")']"
84	Para los amantes de la carne no dudéis en pedir el Solomillo del Chef, exquisíto.	['(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""Solomillo del Chef"")']"
85	<->Aunque los productos sean de calidad el precio es elevado	['(FOOD#QUALITY, POSITIVE)', '(FOOD#PRICES, NEGATIVE)']	"['(FOOD#QUALITY, POSITIVE, ""productos"")', '(FOOD#PRICES, NEGATIVE, ""productos"")']"
86	Sólo puedo decir cosas buenas de este restaurante.	['(RESTAURANT#GENERAL, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""restaurante"")']"
87	Comimos muy bien y bien atendidos.	['(FOOD#QUALITY, POSITIVE)', '(SERVICE#GENERAL, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""NULL"")', '(SERVICE#GENERAL, POSITIVE, ""NULL"")']"
88	Las gambas fresquísimas.	['(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""gambas"")']"
89	Una maravilla como está decorado.	['(AMBIENCE#GENERAL, POSITIVE)']	"['(AMBIENCE#GENERAL, POSITIVE, ""NULL"")']"
90	Muy agradable y con unas vistas increíbles.	['(AMBIENCE#GENERAL, POSITIVE)', '(AMBIENCE#GENERAL, POSITIVE)']	"['(AMBIENCE#GENERAL, POSITIVE, ""NULL"")', '(AMBIENCE#GENERAL, POSITIVE, ""vistas"")']"
91	De la comida no tengo nada que decir, pero las mesas se tocan, el servicio no es amable, en definitiva muy caro para lo que es calida precio totalmente desequilibrada.	['(FOOD#QUALITY, NEUTRAL)', '(AMBIENCE#GENERAL, NEGATIVE)', '(SERVICE#GENERAL, NEGATIVE)', '(RESTAURANT#PRICES, NEGATIVE)']	"['(FOOD#QUALITY, NEUTRAL, ""comida"")', '(AMBIENCE#GENERAL, NEGATIVE, ""mesas"")', '(SERVICE#GENERAL, NEGATIVE, ""servicio"")', '(RESTAURANT#PRICES, NEGATIVE, ""precio"")']"
92	La comida muy buena.	['(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""comida"")']"
93	Lo que no me gusta es el servicio.	['(SERVICE#GENERAL, NEGATIVE)']	"['(SERVICE#GENERAL, NEGATIVE, ""servicio"")']"
94	El último día que fuimos pedimos ostras y nos sentaron mal, a parte de que el camarero que nos sirvió servía el cava chorreando toda la mesa...pasará mucho tiempo hasta q vuelva...	['(SERVICE#GENERAL, NEGATIVE)', '(FOOD#QUALITY, NEGATIVE)', '(RESTAURANT#GENERAL, NEGATIVE)']	"['(SERVICE#GENERAL, NEGATIVE, ""camarero"")', '(FOOD#QUALITY, NEGATIVE, ""ostras"")', '(RESTAURANT#GENERAL, NEGATIVE, ""NULL"")']"
95	La única sonrisa que vimos entre el personal fue de la chica que nos condujo a nuestra mesa.	['(SERVICE#GENERAL, NEGATIVE)']	"['(SERVICE#GENERAL, NEGATIVE, ""personal"")']"
96	A partir de ahi, caras serias (por no decir de mal humor), distraidas, de los camareros... que a veces se hacían esperar, y otras veces se abalanzaban para liquidar la mesa.	['(SERVICE#GENERAL, NEGATIVE)']	"['(SERVICE#GENERAL, NEGATIVE, ""camareros"")']"
97	Cubiertos mal puestos, sin la mas mínima delicadeza.	['(SERVICE#GENERAL, NEGATIVE)']	"['(SERVICE#GENERAL, NEGATIVE, ""Cubiertos"")']"
98	Platos mal presentados, sobrevolando las cabezas de los comensales.	['(SERVICE#GENERAL, NEGATIVE)']	"['(SERVICE#GENERAL, NEGATIVE, ""Platos"")']"
99	El servicio realmente malo.	['(SERVICE#GENERAL, NEGATIVE)']	"['(SERVICE#GENERAL, NEGATIVE, ""servicio"")']"
100	La comida decente, aunque en relación al precio no estaba a la altura.	['(FOOD#QUALITY, POSITIVE)', '(FOOD#PRICES, NEGATIVE)']	"['(FOOD#QUALITY, POSITIVE, ""comida"")', '(FOOD#PRICES, NEGATIVE, ""comida"")']"
101	Lo siento, pero no lo recomiendo en tales condiciones.	['(RESTAURANT#GENERAL, NEGATIVE)']	"['(RESTAURANT#GENERAL, NEGATIVE, ""NULL"")']"
102	Ya no es lo que era...Ramon,ha bajado mucho, el servicio, la calidad de la comida, lo unico, la terraza.	['(RESTAURANT#GENERAL, NEGATIVE)', '(AMBIENCE#GENERAL, POSITIVE)', '(FOOD#QUALITY, POSITIVE)', '(SERVICE#GENERAL, NEGATIVE)']	"['(RESTAURANT#GENERAL, NEGATIVE, ""NULL"")', '(AMBIENCE#GENERAL, POSITIVE, ""terraza"")', '(FOOD#QUALITY, POSITIVE, ""comida"")', '(SERVICE#GENERAL, NEGATIVE, ""servicio"")']"
103	Sabado pasado, a las 13h, poca gente, o sea,cocina sin agobios, paella,simplemente lamentable.	['(FOOD#QUALITY, NEGATIVE)']	"['(FOOD#QUALITY, NEGATIVE, ""paella"")']"
104	Es una pena,era de lo mejorcito de Barcelona	['(RESTAURANT#GENERAL, NEGATIVE)']	"['(RESTAURANT#GENERAL, NEGATIVE, ""NULL"")']"
105	Cena de negocio a más de 50 € pp y de primeros: longaniza de vic?	['(RESTAURANT#GENERAL, NEGATIVE)']	"['(RESTAURANT#GENERAL, NEGATIVE, ""NULL"")']"
106	tal vez del Lidl; anchoas?	['(FOOD#QUALITY, NEGATIVE)']	"['(FOOD#QUALITY, NEGATIVE, ""anchoas"")']"
107	"una o dos pp; de segundo bacalao a la llauna diminuto con ""secas"" de lata / carne con patatas fritas fast food."	['(FOOD#QUALITY, NEGATIVE)', '(FOOD#QUALITY, NEGATIVE)']	"['(FOOD#QUALITY, NEGATIVE, ""bacalao"")', '(FOOD#QUALITY, NEGATIVE, ""carne con patatas fritas"")']"
108	"por el precio podrían haber sido ""peladas y fritas"", no?"	['(FOOD#PRICES, NEGATIVE)']	"['(FOOD#PRICES, NEGATIVE, ""NULL"")']"
109	en fin, lleno de turistas que vienen una sola vez (de los cruceros?)	['(AMBIENCE#GENERAL, NEGATIVE)']	"['(AMBIENCE#GENERAL, NEGATIVE, ""turistas"")']"
110	muy defraudado por el precio y la calidad; antes no eran así!	['(RESTAURANT#PRICES, NEGATIVE)', '(FOOD#QUALITY, NEGATIVE)', '(RESTAURANT#GENERAL, NEGATIVE)']	"['(RESTAURANT#PRICES, NEGATIVE, ""precio"")', '(FOOD#QUALITY, NEGATIVE, ""calidad"")', '(RESTAURANT#GENERAL, NEGATIVE, ""NULL"")']"
111	El servicio fue perfecto.	['(SERVICE#GENERAL, POSITIVE)']	"['(SERVICE#GENERAL, POSITIVE, ""servicio"")']"
112	La cocina deliciosa.	['(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""cocina"")']"
113	A través de los años nunca me han defraudado es un valor seguro.	['(RESTAURANT#GENERAL, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""NULL"")']"
114	La relación calidad precio también es buena alrededor de 50 € por persona pero para una cena perfecta no lo considero caro.	['(RESTAURANT#PRICES, POSITIVE)']	"['(RESTAURANT#PRICES, POSITIVE, ""NULL"")']"
