id	text	labels	labels_phrases
131	The exotic food is beautifully presented and is a delight in delicious combinations.	['(FOOD#STYLE_OPTIONS, POSITIVE)', '(FOOD#QUALITY, POSITIVE)']	"['(FOOD#STYLE_OPTIONS, POSITIVE, ""exotic food"")', '(FOOD#QUALITY, POSITIVE, ""exotic food"")']"
132	The staff is incredibly helpful and attentive.	['(SERVICE#GENERAL, POSITIVE)']	"['(SERVICE#GENERAL, POSITIVE, ""staff"")']"
139	Our server was very helpful and friendly.	['(SERVICE#GENERAL, POSITIVE)']	"['(SERVICE#GENERAL, POSITIVE, ""server"")']"
140	The food was good too.	['(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""food"")']"
158	Try the lobster teriyaki and the rose special roll.	['(FOOD#QUALITY, POSITIVE)', '(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""lobster teriyaki"")', '(FOOD#QUALITY, POSITIVE, ""rose special roll"")']"
166	Food is usually very good, though ocasionally I wondered about freshmess of raw vegatables in side orders.	['(FOOD#QUALITY, POSITIVE)', '(FOOD#QUALITY, NEGATIVE)']	"['(FOOD#QUALITY, POSITIVE, ""Food"")', '(FOOD#QUALITY, NEGATIVE, ""raw vegatables in side orders"")']"
172	If we were to move from the upper east side, we would genuinely miss this restaurant.	['(RESTAURANT#GENERAL, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""restaurant"")']"
176	After really enjoying ourselves at the bar we sat down at a table and had dinner.	['(RESTAURANT#GENERAL, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""bar"")']"
192	My chow fun and chow see was really bland and oily.	['(FOOD#QUALITY, NEGATIVE)']	"['(FOOD#QUALITY, NEGATIVE, ""chow fun and chow see"")']"
198	fresh restaurant was amazing........ food was delicious and of course fresh.	['(RESTAURANT#GENERAL, POSITIVE)', '(FOOD#QUALITY, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""fresh restaurant"")', '(FOOD#QUALITY, POSITIVE, ""food"")']"
199	Hats off to the chef.	['(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""chef"")']"
216	And it all comes at a very reasonable price (congee, noodles, and rice dishes are no more than $3-6 each).	['(FOOD#PRICES, POSITIVE)', '(FOOD#PRICES, POSITIVE)', '(FOOD#PRICES, POSITIVE)']	"['(FOOD#PRICES, POSITIVE, ""congee"")', '(FOOD#PRICES, POSITIVE, ""noodles"")', '(FOOD#PRICES, POSITIVE, ""rice dishes"")']"
222	I recently went to this restaurant with some co-workers for lunch and had an amazing time.	['(RESTAURANT#GENERAL, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""restaurant"")']"
224	We even had a visit from the Manager who wanted to make sure we were enjoying ourselves.	['(SERVICE#GENERAL, POSITIVE)']	"['(SERVICE#GENERAL, POSITIVE, ""Manager"")']"
254	However, I think this place is a good hang out spot.	['(AMBIENCE#GENERAL, POSITIVE)']	"['(AMBIENCE#GENERAL, POSITIVE, ""place"")']"
263	To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora.	['(FOOD#QUALITY, POSITIVE)', '(RESTAURANT#GENERAL, NEGATIVE)']	"['(FOOD#QUALITY, POSITIVE, ""food"")', '(RESTAURANT#GENERAL, NEGATIVE, ""Teodora"")']"
266	Cute place, nice wait staff but would never go there again.	['(SERVICE#GENERAL, POSITIVE)', '(AMBIENCE#GENERAL, POSITIVE)', '(RESTAURANT#GENERAL, NEGATIVE)']	"['(SERVICE#GENERAL, POSITIVE, ""wait staff"")', '(AMBIENCE#GENERAL, POSITIVE, ""place"")', '(RESTAURANT#GENERAL, NEGATIVE, ""place"")']"
275	I highly recommend to anyone to give this place a try.	['(RESTAURANT#GENERAL, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""place"")']"
279	The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.	['(SERVICE#GENERAL, POSITIVE)', '(SERVICE#GENERAL, POSITIVE)']	"['(SERVICE#GENERAL, POSITIVE, ""service"")', '(SERVICE#GENERAL, POSITIVE, ""staff"")']"
286	We didn't want a bottle of bubbly on a weekday so we each got little bottles of Korbett it was just enough. 	['(DRINKS#STYLE_OPTIONS, POSITIVE)']	"['(DRINKS#STYLE_OPTIONS, POSITIVE, ""bottles of Korbett"")']"
292	The food is amazing... especially if you get the Chef's tasting menu and your favourite bottle (or two!) of wine from an extensive selection of wines.	['(FOOD#QUALITY, POSITIVE)', '(DRINKS#STYLE_OPTIONS, POSITIVE)', '(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""food"")', '(DRINKS#STYLE_OPTIONS, POSITIVE, ""selection of wines"")', '(FOOD#QUALITY, POSITIVE, ""Chef\'s tasting menu"")']"
298	The decor in this place is very diner-ish and the kind of place you expect in the East Village - not romantic, just simple, small and sparse.	['(AMBIENCE#GENERAL, NEUTRAL)']	"['(AMBIENCE#GENERAL, NEUTRAL, ""decor"")']"
308	The characters really make for an enjoyable experience.	['(AMBIENCE#GENERAL, POSITIVE)']	"['(AMBIENCE#GENERAL, POSITIVE, ""characters"")']"
310	However, I think Jeckll and Hydes t is one of those places that is fun to do once.	['(RESTAURANT#GENERAL, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""Jeckll and Hydes"")']"
320	Great friendly service, Fast seating, Fast Delivery, Excellent sushi.	['(SERVICE#GENERAL, POSITIVE)', '(SERVICE#GENERAL, POSITIVE)', '(SERVICE#GENERAL, POSITIVE)', '(FOOD#QUALITY, POSITIVE)']	"['(SERVICE#GENERAL, POSITIVE, ""service"")', '(SERVICE#GENERAL, POSITIVE, ""seating"")', '(SERVICE#GENERAL, POSITIVE, ""Delivery"")', '(FOOD#QUALITY, POSITIVE, ""sushi"")']"
335	Despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art.	['(FOOD#STYLE_OPTIONS, NEGATIVE)']	"['(FOOD#STYLE_OPTIONS, NEGATIVE, ""menu"")']"
344	The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.	['(FOOD#QUALITY, POSITIVE)', '(FOOD#QUALITY, POSITIVE)', '(FOOD#QUALITY, POSITIVE)', '(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""food"")', '(FOOD#QUALITY, POSITIVE, ""dishes"")', '(FOOD#QUALITY, POSITIVE, ""specials"")', '(FOOD#QUALITY, POSITIVE, ""regular menu-fare"")']"
348	If you go, try the marinara/arrabiatta sauce, the mozzarella en Carozza is mmmmmmmm..... everything is just delicious.	['(FOOD#QUALITY, POSITIVE)', '(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""marinara/arrabiatta sauce"")', '(FOOD#QUALITY, POSITIVE, ""mozzarella en Carozza"")']"
358	Always great service!	['(SERVICE#GENERAL, POSITIVE)']	"['(SERVICE#GENERAL, POSITIVE, ""service"")']"
360	But the staff was so horrible to us.	['(SERVICE#GENERAL, NEGATIVE)']	"['(SERVICE#GENERAL, NEGATIVE, ""staff"")']"
362	We were planning to get dessert but the waitress basically through the bill at us before we had a chance to order.	['(SERVICE#GENERAL, NEGATIVE)']	"['(SERVICE#GENERAL, NEGATIVE, ""waitress"")']"
365	I ate here a week ago and found most dishes average at best and too expensive.	['(FOOD#QUALITY, NEGATIVE)', '(FOOD#PRICES, NEGATIVE)']	"['(FOOD#QUALITY, NEGATIVE, ""dishes"")', '(FOOD#PRICES, NEGATIVE, ""dishes"")']"
368	This place is always packed.	['(RESTAURANT#MISCELLANEOUS, NEUTRAL)']	"['(RESTAURANT#MISCELLANEOUS, NEUTRAL, ""place"")']"
376	Quite frankly, this is some of the worst sushi I have ever tried.	['(FOOD#QUALITY, NEGATIVE)']	"['(FOOD#QUALITY, NEGATIVE, ""sushi"")']"
383	I have been to Roth's twice and both times were very disappointing.	['(RESTAURANT#GENERAL, NEGATIVE)']	"['(RESTAURANT#GENERAL, NEGATIVE, ""Roth\'s"")']"
387	With the theater 2 blocks away we had a delicious meal in a beautiful room.	['(FOOD#QUALITY, POSITIVE)', '(AMBIENCE#GENERAL, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""meal"")', '(AMBIENCE#GENERAL, POSITIVE, ""room"")']"
388	The service was attentive.	['(SERVICE#GENERAL, POSITIVE)']	"['(SERVICE#GENERAL, POSITIVE, ""service"")']"
396	Chennai Garden is my favorite Indian restaurant in the city.	['(RESTAURANT#GENERAL, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""Chennai Garden"")']"
407	Fish is so very fresh.	['(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""Fish"")']"
415	Even though its good seafood, the prices are too high.	['(FOOD#QUALITY, POSITIVE)', '(FOOD#PRICES, NEGATIVE)']	"['(FOOD#QUALITY, POSITIVE, ""seafood"")', '(FOOD#PRICES, NEGATIVE, ""seafood"")']"
421	We ate at this Thai place following the reviews but very unhappy with the foods.	['(FOOD#QUALITY, NEGATIVE)']	"['(FOOD#QUALITY, NEGATIVE, ""foods"")']"
427	The large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating.	['(FOOD#STYLE_OPTIONS, POSITIVE)', '(FOOD#STYLE_OPTIONS, POSITIVE)', '(FOOD#STYLE_OPTIONS, POSITIVE)']	"['(FOOD#STYLE_OPTIONS, POSITIVE, ""bruschettas"")', '(FOOD#STYLE_OPTIONS, POSITIVE, ""paninis"")', '(FOOD#STYLE_OPTIONS, POSITIVE, ""tramezzinis"")']"
430	Be sure to try the seasonal, and always delicious, specials.	['(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""specials"")']"
441	Pizza here is consistently good.	['(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""Pizza"")']"
450	A gentleman, maybe the manager, came to our table, and without so much as a smile or greeting asked for our order.	['(SERVICE#GENERAL, NEGATIVE)']	"['(SERVICE#GENERAL, NEGATIVE, ""gentleman"")']"
460	The staff has been nice, but they seemed really stressed and the unisex bathroom needs to be cleaned more often.	['(SERVICE#GENERAL, POSITIVE)', '(SERVICE#GENERAL, NEGATIVE)', '(AMBIENCE#GENERAL, NEGATIVE)']	"['(SERVICE#GENERAL, POSITIVE, ""staff"")', '(SERVICE#GENERAL, NEGATIVE, ""staff"")', '(AMBIENCE#GENERAL, NEGATIVE, ""unisex bathroom"")']"
472	The food was good.	['(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""food"")']"
507	This is a wonderful place on all stand points especially value ofr money.	['(RESTAURANT#PRICES, POSITIVE)', '(RESTAURANT#GENERAL, POSITIVE)']	"['(RESTAURANT#PRICES, POSITIVE, ""place"")', '(RESTAURANT#GENERAL, POSITIVE, ""place"")']"
509	We were greeted promptly by the waiter who was very nice and cordial.	['(SERVICE#GENERAL, POSITIVE)']	"['(SERVICE#GENERAL, POSITIVE, ""waiter"")']"
514	Service here was great, food was fantastic.	['(SERVICE#GENERAL, POSITIVE)', '(FOOD#QUALITY, POSITIVE)']	"['(SERVICE#GENERAL, POSITIVE, ""Service"")', '(FOOD#QUALITY, POSITIVE, ""food"")']"
516	You cannot go wrong with this place.	['(RESTAURANT#GENERAL, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""place"")']"
531	The first time the sushi was outstanding, the second time it was a little bland.	['(FOOD#QUALITY, POSITIVE)', '(FOOD#QUALITY, NEGATIVE)']	"['(FOOD#QUALITY, POSITIVE, ""sushi"")', '(FOOD#QUALITY, NEGATIVE, ""sushi"")']"
542	The view is spectacular, and the food is great.	['(LOCATION#GENERAL, POSITIVE)', '(FOOD#QUALITY, POSITIVE)']	"['(LOCATION#GENERAL, POSITIVE, ""view"")', '(FOOD#QUALITY, POSITIVE, ""food"")']"
544	Authentic Taiwanese food that's cheap... what more could you ask for?	['(FOOD#QUALITY, POSITIVE)', '(FOOD#PRICES, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""Taiwanese food"")', '(FOOD#PRICES, POSITIVE, ""Taiwanese food"")']"
545	The cold appetizer dishes taste like the way I remember them to taste when I was growing up in Taiwan.	['(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""cold appetizer dishes"")']"
554	Their calzones are horrific, bad, vomit-inducing, YUCK.	['(FOOD#QUALITY, NEGATIVE)']	"['(FOOD#QUALITY, NEGATIVE, ""calzones"")']"
561	The atmosphere is unheralded, the service impecible, and the food magnificant.	['(AMBIENCE#GENERAL, POSITIVE)', '(SERVICE#GENERAL, POSITIVE)', '(FOOD#QUALITY, POSITIVE)']	"['(AMBIENCE#GENERAL, POSITIVE, ""atmosphere"")', '(SERVICE#GENERAL, POSITIVE, ""service"")', '(FOOD#QUALITY, POSITIVE, ""food"")']"
565	The food is good, especially their more basic dishes, and the drinks are delicious.	['(FOOD#QUALITY, POSITIVE)', '(FOOD#QUALITY, POSITIVE)', '(DRINKS#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""food"")', '(FOOD#QUALITY, POSITIVE, ""basic dishes"")', '(DRINKS#QUALITY, POSITIVE, ""drinks"")']"
567	Great sushi experience.	['(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""sushi"")']"
570	Good spreads, great beverage selections and bagels really tasty.	['(FOOD#QUALITY, POSITIVE)', '(DRINKS#STYLE_OPTIONS, POSITIVE)', '(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""spreads"")', '(DRINKS#STYLE_OPTIONS, POSITIVE, ""beverage selections"")', '(FOOD#QUALITY, POSITIVE, ""bagels"")']"
573	This place is not worth the prices.	['(RESTAURANT#GENERAL, NEGATIVE)', '(RESTAURANT#PRICES, NEGATIVE)']	"['(RESTAURANT#GENERAL, NEGATIVE, ""place"")', '(RESTAURANT#PRICES, NEGATIVE, ""place"")']"
588	The fish was adequate, but inexpertly sliced.	['(FOOD#STYLE_OPTIONS, NEGATIVE)']	"['(FOOD#STYLE_OPTIONS, NEGATIVE, ""fish"")']"
599	For authentic Thai food, look no further than Toons.	['(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""Thai food"")']"
602	The service was attentive, yet discreet.	['(SERVICE#GENERAL, POSITIVE)']	"['(SERVICE#GENERAL, POSITIVE, ""service"")']"
609	The wait staff is pleasant, fun, and for the most part gorgeous (in the wonderful aesthetic beautification way, not in that she's-way-cuter-than-me-that-b@#$* way).	['(SERVICE#GENERAL, POSITIVE)']	"['(SERVICE#GENERAL, POSITIVE, ""wait staff"")']"
613	The in-house lady DJ on Saturday nights has outrageously good taste in music, and moreover, takes requests.	['(AMBIENCE#GENERAL, POSITIVE)']	"['(AMBIENCE#GENERAL, POSITIVE, ""in-house lady DJ"")']"
619	I will go back to Suan soon!	['(RESTAURANT#GENERAL, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""Suan"")']"
622	I cannot imagine better Indian food in all of the city.	['(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""Indian food"")']"
627	The food is excellent! 	['(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""food"")']"
630	The rest of the dim sum, though pricey by Chinatown standards, is worth it.	['(FOOD#PRICES, NEGATIVE)', '(FOOD#QUALITY, POSITIVE)']	"['(FOOD#PRICES, NEGATIVE, ""dim sum"")', '(FOOD#QUALITY, POSITIVE, ""dim sum"")']"
646	Service is fast and friendly.	['(SERVICE#GENERAL, POSITIVE)']	"['(SERVICE#GENERAL, POSITIVE, ""Service"")']"
647	The food is decent at best, and the ambience, well, it's a matter of opinion, some may consider it to be a sweet thing, I thought it was just annoying.	['(FOOD#QUALITY, NEGATIVE)', '(AMBIENCE#GENERAL, NEGATIVE)']	"['(FOOD#QUALITY, NEGATIVE, ""food"")', '(AMBIENCE#GENERAL, NEGATIVE, ""ambience"")']"
655	I really loved the different and inovated touch that's the cheff gives to the food.	['(FOOD#STYLE_OPTIONS, POSITIVE)']	"['(FOOD#STYLE_OPTIONS, POSITIVE, ""cheff"")']"
670	The anti-pasta was excellent, especially the calamari, as were the filling pasta mains.	['(FOOD#QUALITY, POSITIVE)', '(FOOD#QUALITY, POSITIVE)', '(FOOD#QUALITY, POSITIVE)', '(FOOD#STYLE_OPTIONS, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""anti-pasta"")', '(FOOD#QUALITY, POSITIVE, ""calamari"")', '(FOOD#QUALITY, POSITIVE, ""pasta mains"")', '(FOOD#STYLE_OPTIONS, POSITIVE, ""pasta mains"")']"
679	I have been doing all of the above at the Heartland Brewery for over 5 years now and I HAVE NEVER BEEN DISAPPOINTED!	['(RESTAURANT#GENERAL, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""Heartland Brewery"")']"
683	The shrimp scampi was excellent and the antipasti were plentiful.	['(FOOD#QUALITY, POSITIVE)', '(FOOD#STYLE_OPTIONS, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""shrimp scampi"")', '(FOOD#STYLE_OPTIONS, POSITIVE, ""antipasti"")']"
690	Too bad the food wasn't of the same heritage.	['(FOOD#QUALITY, NEGATIVE)']	"['(FOOD#QUALITY, NEGATIVE, ""food"")']"
699	When you're sitting in their main dining room (which has a spectacular, hand-painted high ceiling) you'd never know there was a world outside.	['(AMBIENCE#GENERAL, POSITIVE)', '(AMBIENCE#GENERAL, POSITIVE)']	"['(AMBIENCE#GENERAL, POSITIVE, ""main dining room"")', '(AMBIENCE#GENERAL, POSITIVE, ""ceiling"")']"
700	The food is wonderful, tasty and filling, and the service is professional and friendly.	['(FOOD#QUALITY, POSITIVE)', '(FOOD#STYLE_OPTIONS, POSITIVE)', '(SERVICE#GENERAL, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""food"")', '(FOOD#STYLE_OPTIONS, POSITIVE, ""food"")', '(SERVICE#GENERAL, POSITIVE, ""service"")']"
706	Good drink.	['(DRINKS#QUALITY, POSITIVE)']	"['(DRINKS#QUALITY, POSITIVE, ""drink"")']"
708	Great spot, whether looking for a couple of drinks or quiet dinner.	['(RESTAURANT#GENERAL, POSITIVE)', '(RESTAURANT#MISCELLANEOUS, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""spot"")', '(RESTAURANT#MISCELLANEOUS, POSITIVE, ""spot"")']"
715	service is friendly, and never had a problem walking in and getting a table.	['(SERVICE#GENERAL, POSITIVE)']	"['(SERVICE#GENERAL, POSITIVE, ""service"")']"
717	Best Reuben sandwich ever!	['(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""Reuben sandwich"")']"
725	Service, however, was excellent...and I liked the setting/atmosphere a lot. 	['(SERVICE#GENERAL, POSITIVE)', '(AMBIENCE#GENERAL, POSITIVE)']	"['(SERVICE#GENERAL, POSITIVE, ""Service"")', '(AMBIENCE#GENERAL, POSITIVE, ""setting/atmosphere"")']"
730	Don't waste money on decor.	['(AMBIENCE#GENERAL, NEUTRAL)']	"['(AMBIENCE#GENERAL, NEUTRAL, ""decor"")']"
743	the drinks are amazing and half off till 8pm.	['(DRINKS#QUALITY, POSITIVE)', '(DRINKS#PRICES, POSITIVE)']	"['(DRINKS#QUALITY, POSITIVE, ""drinks"")', '(DRINKS#PRICES, POSITIVE, ""drinks"")']"
745	My fav was the sassy lassi...	['(DRINKS#QUALITY, POSITIVE)']	"['(DRINKS#QUALITY, POSITIVE, ""sassy lassi"")']"
748	Delicate spices, onions, eggs and a kick-ass roti.	['(FOOD#QUALITY, POSITIVE)', '(FOOD#QUALITY, POSITIVE)', '(FOOD#QUALITY, POSITIVE)', '(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""spices"")', '(FOOD#QUALITY, POSITIVE, ""onions"")', '(FOOD#QUALITY, POSITIVE, ""eggs"")', '(FOOD#QUALITY, POSITIVE, ""roti"")']"
751	In an area sadly lacking in decent Thai food, this is one of the best spots.	['(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""Thai food"")']"
753	The portions are HUGE, so it might be good to order three things to split (rather than one appetizer and entree per person) for two people.	['(FOOD#STYLE_OPTIONS, POSITIVE)']	"['(FOOD#STYLE_OPTIONS, POSITIVE, ""portions"")']"
769	The portions are small but being that the food was so good makes up for that.	['(FOOD#STYLE_OPTIONS, NEGATIVE)', '(FOOD#QUALITY, POSITIVE)']	"['(FOOD#STYLE_OPTIONS, NEGATIVE, ""portions"")', '(FOOD#QUALITY, POSITIVE, ""food"")']"
781	Big Wong is a great place to eat and fill your stomach.	['(RESTAURANT#GENERAL, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""Big Wong"")']"
792	Wasn't going to share but I feel obligated...while sitting at the sushi bar dining we watched the chef accidentally drop a piece of Unagi on the floor and upon retrieving it from the floor proceed to use the piece in the delivery order he was preparing.	['(FOOD#QUALITY, NEGATIVE)']	"['(FOOD#QUALITY, NEGATIVE, ""chef"")']"
793	This place, which is only a few months old, is perhaps Queens' biggest secret!	['(RESTAURANT#GENERAL, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""place"")']"
796	One would think we'd get an apology or complimentary drinks - instead, we got a snobby waiter wouldn't even take our order for 15 minutes and gave us lip when we asked him to do so.	['(SERVICE#GENERAL, NEGATIVE)']	"['(SERVICE#GENERAL, NEGATIVE, ""waiter"")']"
800	Baluchi's has solid food and a nice decor at reasonable prices.	['(FOOD#QUALITY, POSITIVE)', '(AMBIENCE#GENERAL, POSITIVE)', '(RESTAURANT#PRICES, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""food"")', '(AMBIENCE#GENERAL, POSITIVE, ""decor"")', '(RESTAURANT#PRICES, POSITIVE, ""Baluchi\'s"")']"
807	Most of the servers are very attentive, friendly and quite attractive.	['(SERVICE#GENERAL, POSITIVE)']	"['(SERVICE#GENERAL, POSITIVE, ""servers"")']"
808	The vibe is very relaxed and cozy, service was great and the food was excellent!	['(AMBIENCE#GENERAL, POSITIVE)', '(SERVICE#GENERAL, POSITIVE)', '(FOOD#QUALITY, POSITIVE)']	"['(AMBIENCE#GENERAL, POSITIVE, ""vibe"")', '(SERVICE#GENERAL, POSITIVE, ""service"")', '(FOOD#QUALITY, POSITIVE, ""food"")']"
811	The food is great.	['(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""food"")']"
822	I recieved prompt service with a smile.	['(SERVICE#GENERAL, POSITIVE)']	"['(SERVICE#GENERAL, POSITIVE, ""service"")']"
823	This place blew me away...by far my new favorite restaurant on the uppereast side.	['(RESTAURANT#GENERAL, POSITIVE)']	"['(RESTAURANT#GENERAL, POSITIVE, ""place"")']"
844	Super YUMMY Pizza!	['(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""Pizza"")']"
845	I was visiting New York City with a friend and we discovered this really warm and inviting restaurant.	['(AMBIENCE#GENERAL, POSITIVE)']	"['(AMBIENCE#GENERAL, POSITIVE, ""restaurant"")']"
848	Excellent food, although the interior could use some help.	['(FOOD#QUALITY, POSITIVE)', '(AMBIENCE#GENERAL, NEGATIVE)']	"['(FOOD#QUALITY, POSITIVE, ""food"")', '(AMBIENCE#GENERAL, NEGATIVE, ""interior"")']"
856	Delivery guy sometimes get upset if you don't tip more than 10%.	['(SERVICE#GENERAL, NEGATIVE)']	"['(SERVICE#GENERAL, NEGATIVE, ""Delivery guy"")']"
858	This place has ruined me for neighborhood sushi.	['(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""sushi"")']"
866	Good food: my favorite is the seafood spaghetti.	['(FOOD#QUALITY, POSITIVE)', '(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""food"")', '(FOOD#QUALITY, POSITIVE, ""seafood spaghetti"")']"
867	Excellent food for great prices	['(FOOD#QUALITY, POSITIVE)', '(FOOD#PRICES, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""food"")', '(FOOD#PRICES, POSITIVE, ""food"")']"
869	The space is limited so be prepared to wait up to 45 minutes - 1 hour, but be richly rewarded when you savor the delicious indo-chinese food.	['(RESTAURANT#MISCELLANEOUS, NEGATIVE)', '(FOOD#QUALITY, POSITIVE)']	"['(RESTAURANT#MISCELLANEOUS, NEGATIVE, ""space"")', '(FOOD#QUALITY, POSITIVE, ""indo-chinese food"")']"
881	The veal and the mushrooms were cooked perfectly.	['(FOOD#QUALITY, POSITIVE)', '(FOOD#QUALITY, POSITIVE)']	"['(FOOD#QUALITY, POSITIVE, ""veal"")', '(FOOD#QUALITY, POSITIVE, ""mushrooms"")']"
884	Very immature bartender, didnt know how to make specific drinks, service was so slowwwww, the food was not fresh or warm, waitresses were busy flirting with men at the bar and werent very attentive to all the customers.	['(SERVICE#GENERAL, NEGATIVE)', '(SERVICE#GENERAL, NEGATIVE)', '(FOOD#QUALITY, NEGATIVE)', '(SERVICE#GENERAL, NEGATIVE)']	"['(SERVICE#GENERAL, NEGATIVE, ""bartender"")', '(SERVICE#GENERAL, NEGATIVE, ""service"")', '(FOOD#QUALITY, NEGATIVE, ""food"")', '(SERVICE#GENERAL, NEGATIVE, ""waitresses"")']"
904	Gross food – Wow-	['(FOOD#QUALITY, NEGATIVE)']	"['(FOOD#QUALITY, NEGATIVE, ""food"")']"
